SICCode,SICDescription,SIC Only Auxilary Code 1,SIC Only Auxilary Code 2,SIC Only Auxilary Code 3
35370211,Pallet loaders and unloaders,X,,
35370212,Palletizers and depalletizers,X,,
35370213,"Stackers, power (industrial truck stackers)",X,,
35370214,"Stacking machines, automatic",X,,
35370215,"Straddle carriers, mobile",X,,
35370216,"Tractors, used in plants, docks,terminals, etc.: industrial",X,,
35370217,"Truck trailers, used in plants, docks, terminals, etc.",X,,
35370218,"Trucks: freight, baggage, etc.: industrial, except mining",X,,
35410000,"Machine tools, metal cutting type",X,,
35410100,Drilling and boring machines,X,,
35410101,Boring mills,X,,
35410102,Broaching machines,X,,
35410103,Countersinking machines,X,,
35410104,Cylinder reboring machines,X,,
35410105,Drill presses,X,,
35410106,Drilling machine tools (metal cutting),X,,
35410107,Jig boring and grinding machines,X,,
35410108,Reaming machines,X,,
35410109,Vertical turning and boring machines (metalworking),X,,
35410200,"Grinding, polishing, buffing, lapping, and honing machines",X,,
35410201,Brushing machines (metalworking machinery),X,,
35410202,Buffing and polishing machines,X,,
35410203,Crankshaft regrinding machines,X,,
35410204,Deburring machines,X,,
35410205,Facing machines,X,,
35410206,Flange facing machines,X,,
35410207,"Grinding machines, metalworking",X,,
35410208,Honing and lapping machines,X,,
35410209,Lapping machines,X,,
35410210,Pointing and burring machines,X,,
35410300,Milling machines,X,,
35410301,Chemical milling machines,X,,
35410302,Die sinking machines,X,,
35410303,Electrochemical milling machines,X,,
35410400,Lathes,X,,
35410401,"Chucking machines, automatic",X,,
35410402,"Lathes, metal cutting and polishing",X,,
35410403,Turret lathes,X,,
35410500,Screw and thread machines,X,,
35410501,Pipe cutting and threading machines,X,,
35410502,Screw and nut slotting machines,X,,
35410503,"Screw machines, automatic",X,,
35410504,Tapping machines,X,,
35410600,Saws and sawing machines,X,,
35410601,Cutoff machines (metalworking machinery),X,,
35410602,Sawing and cutoff machines (metalworking machinery),X,,
35410603,"Saws, power (metalworking machinery)",X,,
35419900,"Machine tools, metal cutting type, nec",X,,
35419901,Centering machines,X,,
35419902,Electrical discharge erosion machines,X,,
35419903,Electrolytic metal cutting machine tools,X,,
35419904,Electron-discharge metal cutting machine tools,X,,
35419905,Gear cutting and finishing machines,X,,
35419906,"Home workshop machine tools, metalworking",X,,
35419907,Keysetting machines,X,,
35419908,"Machine tool replacement & repair parts, metal cutting types",X,,
35419909,"Machine tools, metal cutting: exotic (explosive, etc.)",X,,
35419910,Numerically controlled metal cutting machine tools,X,,
35419911,Planers (metal cutting machine tools),X,,
35419912,Plasma process metal cutting machines,X,,
35419913,"Robots for drilling, cutting, grinding, polishing, etc.",X,,
35419914,Shaving machines (metalworking),X,,
35419915,Ultrasonic metal cutting machine tools,X,,
35420000,"Machine tools, metal forming type",X,,
35420100,"Punching, shearing, and bending machines",X,,
35420101,Bending machines,X,,
35420102,Punching and shearing machines,X,,
35420103,"Shearing machines, power",X,,
35420104,Swaging machines,X,,
35420200,Pressing machines,X,,
35420201,Arbor presses,X,,
35420202,"Crimping machinery, metal",X,,
35420203,Press brakes,X,,
35420204,"Presses: forming, stamping, punching, sizing (machine tools)",X,,
35420205,"Presses: hydraulic and pneumatic, mechanical and manual",X,,
35420300,Die casting and extruding machines,X,,
35420301,Die casting machines,X,,
35420302,"Extruding machines (machine tools), metal",X,,
35420400,"Spinning, spline rolling, and winding machines",X,,
35420401,Spinning lathes,X,,
35420402,"Spinning machines, metal",X,,
35420403,Spline rolling machines,X,,
35420404,Spring winding and forming machines,X,,
35420405,Thread rolling machines,X,,
35420500,Knurling and beading machines,X,,
35420501,"Beaders, metal (machines)",X,,
35420502,Knurling machines,X,,
35420503,Marking machines,X,,
35420504,Metal deposit forming machines,X,,
35429900,"Machine tools, metal forming type, nec",X,,
35429901,"Brakes, metal forming",X,,
35429902,Bulldozers (metalworking machinery),X,,
35429903,Chemical explosives metal forming machines,X,,
35429904,Elastic membrane metal forming machines,X,,
35429905,Electroforming machines,X,,
35429906,Forging machinery and hammers,X,,
35429907,Gear rolling machines,X,,
35429908,Headers,X,,
35429909,High energy rate metal forming machines,X,,
35429910,Magnetic forming machines,X,,
35429911,Mechanical (pneumatic or hydraulic) metal forming machines,X,,
35429912,"Metal container making machines: cans, etc.",X,,
35429913,Nail heading machines,X,,
35429914,Plasma jet spray metal forming machines,X,,
35429915,"Rebuilt machine tools, metal forming types",X,,
35429916,Riveting machines,X,,
35429917,"Robots for metal forming: pressing, extruding, etc.",X,,
35429918,Sheet metalworking machines,X,,
35429919,Shock wave metal forming machines,X,,
35429920,Stretching machines,X,,
35429921,Ultrasonically assisted metal forming machines,X,,
35429922,Upsetters (forging machines),X,,
35430000,Industrial patterns,X,,
35439900,"Industrial patterns, nec",X,,
35439901,Foundry cores,X,,
35439902,Foundry patternmaking,X,,
35440000,"Special dies, tools, jigs, and fixtures",X,,
35440100,Special dies and tools,X,,
35440101,"Diamond dies, metalworking",X,,
35440102,Die sets for metal stamping (presses),X,,
35440103,Die springs,X,,
35440104,"Dies and die holders for metal cutting, forming, die casting",X,,
35440105,"Dies, plastics forming",X,,
35440106,"Dies, steel rule",X,,
35440107,Extrusion dies,X,,
35440108,Paper cutting dies,X,,
35440109,Wire drawing and straightening dies,X,,
35440200,Jigs and fixtures,X,,
35440201,"Jigs: inspection, gauging, and checking",X,,
35440202,Welding positioners (jigs),X,,
35449900,"Special dies, tools, jigs, and fixtures, nec",X,,
35449901,"Forms (molds), for foundry and plastics working machinery",X,,
35449902,Industrial molds,X,,
35449903,"Punches, forming and stamping",X,,
35449904,"Subpresses, metalworking",X,,
35450000,Machine tool accessories,X,,
35450100,Precision measuring tools,X,,
35450101,Calipers and dividers,X,,
35450102,Comparators (machinists' precision tools),X,,
35450103,Gauge blocks,X,,
35450104,Letter pins (gauging and measuring),X,,
35450105,"Measuring tools and machines, machinists' metalworking type",X,,
35450106,Micrometers,X,,
35450107,"Precision tools, machinists'",X,,
35450108,"Scales, measuring (machinists' precision tools)",X,,
35450109,Verniers (machinists' precision tools),X,,
35450200,Cutting tools for machine tools,X,,
35450201,"Counterbores, metalworking",X,,
35450202,Countersinks and countersink drill combinations,X,,
35450203,"Diamond cutting tools for turning, boring, burnishing, etc.",X,,
35450204,"Dressers, abrasive wheel: diamond point or other",X,,
35450205,End mills,X,,
35450206,"Files, machine tool",X,,
35450207,Hobs,X,,
35450208,"Machine knives, metalworking",X,,
35450209,Milling cutters,X,,
35450210,"Reamers, machine tool",X,,
35450211,Shear knives,X,,
35450212,"Taps, machine tool",X,,
35450213,Thread cutting dies,X,,
35450214,Threading tools (machine tool accessories),X,,
35450215,"Wheel turning equipment, diamond point or other",X,,
35450300,Machine tool attachments and accessories,X,,
35450301,Angle rings,X,,
35450302,Arbors (machine tool accessories),X,,
35450303,Balancing machines (machine tool accessories),X,,
35450304,"Bits for use on lathes, planers, shapers, etc.",X,,
35450305,Boring machine attachments (machine tool accessories),X,,
35450306,Broaches (machine tool accessories),X,,
35450307,Cams (machine tool accessories),X,,
35450308,Chasers (machine tool accessories),X,,
35450309,"Chucks: drill, lathe, or magnetic (machine tool accessories)",X,,
35450310,Collars (machine tool accessories),X,,
35450311,Collets (machine tool accessories),X,,
35450312,Diamond dressing and wheel crushing attachments,X,,
35450313,"Drill bits, metalworking",X,,
35450314,Drill bushings (drilling jig),X,,
35450315,Drilling machine attachments and accessories,X,,
35450316,Drills (machine tool accessories),X,,
35450317,Gauges (machine tool accessories),X,,
35450318,"Headstocks, lathe (machine tool accessories)",X,,
35450319,Honing heads,X,,
35450320,Hopper feed devices,X,,
35450321,Mandrels,X,,
35450322,Milling machine attachments (machine tool accessories),X,,
35450323,Pushers,X,,
35450324,Rotary tables,X,,
35450325,Shaping tools (machine tool accessories),X,,
35450326,Sockets (machine tool accessories),X,,
35450327,Tool holders,X,,
35450328,Tools and accessories for machine tools,X,,
35450329,"Vises, machine (machine tool accessories)",X,,
35460000,Power-driven handtools,X,,
35460100,Drills and drilling tools,X,,
35460101,"Drill attachments, portable",X,,
35460102,"Drills, portable, except rock: electric or pneumatic",X,,
35460200,Saws and sawing equipment,X,,
35460201,"Chain saws, portable",X,,
35460202,"Saws, portable and handheld: power driven",X,,
35469900,"Power-driven handtools, nec",X,,
35469901,Cartridge-activated hand power tools,X,,
35469902,"Grinders, portable: electric or pneumatic",X,,
35469903,"Guns, pneumatic: chip removal",X,,
35469904,"Hammers, portable: electric or pneumatic, chipping, etc.",X,,
35469905,"Sanders, hand: electric",X,,
35470000,Rolling mill machinery,X,,
35470100,Primary rolling mill equipment,X,,
35470101,Billet mills,X,,
35470102,Blooming and slabbing mills,X,,
35470200,Secondary rolling mill equipment,X,,
35470201,Bar mills,X,,
35470202,"Finishing equipment, rolling mill",X,,
35470203,Galvanizing lines (rolling mill equipment),X,,
35470204,Hot strip mill machinery,X,,
35470205,Picklers and pickling lines (rolling mill equipment),X,,
35470206,Pipe and tube mills,X,,
35470207,Plate rolling mill machinery,X,,
35470208,Rod mills (rolling mill equipment),X,,
35470209,Steel rolling machinery,X,,
35470210,Straightening machinery (rolling mill equipment),X,,
35470211,Structural mills (rolling mill equipment),X,,
35479900,"Rolling mill machinery, nec",X,,
35479901,"Ferrous and nonferrous mill equipment, auxiliary",X,,
35480000,Welding apparatus,X,,
35480100,Electric welding equipment,X,,
35480101,"Arc welders, transformer-rectifier",X,,
35480102,"Arc welding generators, a.c. and d.c.",X,,
35480103,"Electrode holders, for electric welding apparatus",X,,
35480104,"Electrodes, electric welding",X,,
35480105,"Resistance welders, electric",X,,
35480106,"Seam welding apparatus, electric",X,,
35480107,"Spot welding apparatus, electric",X,,
35480108,"Transformers (separate), for arc welders",X,,
35489900,"Welding apparatus, nec",X,,
35489901,Gas welding equipment,X,,
35489902,"Soldering equipment, except hand soldering irons",X,,
35489903,"Welding and cutting apparatus and accessories, nec",X,,
35489904,"Welding wire, bare and coated",X,,
35490000,"Metalworking machinery, nec",X,,
35490100,Drawing machinery,X,,
35490101,Draw benches,X,,
35490102,"Wiredrawing and fabricating machinery and equipment, ex. die",X,,
35490200,Coiling machinery,X,,
35490201,Coil winding machines for springs,X,,
35490202,Coilers (metalworking machines),X,,
35490300,Cutting and slitting machinery,X,,
35490301,Cutting-up lines,X,,
35490302,Rotary slitters (metalworking machines),X,,
35499900,"Metalworking machinery, nec, nec",X,,
35499901,"Assembly machines, including robotic",X,,
35499902,"Marking machines, metalworking",X,,
35499903,Pail mills,X,,
35499904,Propeller straightening presses,X,,
35499905,Screw downs and boxes,X,,
35499906,Screw driving machines,X,,
35520000,Textile machinery,X,,
35520100,Fiber and yarn preparation machinery and equipment,X,,
35520101,"Beaming machines, textile",X,,
35520102,"Bobbins, textile machinery",X,,
35520103,"Carbonizing equipment, wool processing machinery",X,,
35520104,"Card clothing, textile machinery",X,,
35520105,"Carding machines, textile",X,,
35520106,"Combing machines, textile",X,,
35520107,"Drawing frames, textile",X,,
35520108,"Frames, doubling and twisting, textile machinery",X,,
35520109,"Garnetting machines, textile",X,,
35520110,Opening machinery and equipment,X,,
35520111,"Picker machines, textile",X,,
35520112,Rope and cordage machines,X,,
35520113,"Roving machines, textile",X,,
35520114,Shearing machinery,X,,
35520115,"Spindles, textile",X,,
35520116,"Spinning machines, textile",X,,
35520117,"Spools, textile machinery: wood",X,,
35520118,"Thread making machines, spinning machinery",X,,
35520119,"Warping machines, textile",X,,
35520120,"Winders, textile machinery",X,,
35520121,Yarn texturizing machines,X,,
35520200,Fabric forming machinery and equipment,X,,
35520201,"Braiding machines, textile",X,,
35520202,Embroidery machines,X,,
35520203,"Heddles for loom harnesses, wire",X,,
35520204,Hosiery machines,X,,
35520205,Jacquard card cutting machines,X,,
35520206,Jacquard loom parts and attachments,X,,
35520207,Knitting machines,X,,
35520208,Lace and net machines,X,,
35520209,"Looms, textile machinery",X,,
35520210,"Loopers, textile machinery",X,,
35520211,"Reeds, loom",X,,
35520212,Shuttles for textile weaving,X,,
35520213,"Slashing machines, textile",X,,
35520300,"Dyeing, drying, and finishing machinery and equipment",X,,
35520301,"Bleaching machinery, textile",X,,
35520302,Cloth spreading machines,X,,
35520303,"Drying machines, textile: for stock, yarn, and cloth",X,,
35520304,"Dyeing machinery, textile",X,,
35520305,"Finishing machinery, textile",X,,
35520306,"Mercerizing machinery, textile",X,,
35520307,"Napping machines, textile",X,,
35520308,"Printing machinery, textile",X,,
35520309,Silk screens for textile industry,X,,
35520310,Wool and worsted finishing machines,X,,
35529900,"Textile machinery, nec",X,,
35529901,"Creels, textile machinery",X,,
35529902,"Knot tying machines, textile",X,,
35530000,Woodworking machinery,X,,
35539900,"Woodworking machinery, nec",X,,
35539901,"Bandsaws, woodworking",X,,
35539902,"Box making machines, for wooden boxes",X,,
35539903,Cabinet makers' machinery,X,,
35539904,"Furniture makers machinery, woodworking",X,,
35539905,"Jointers, woodworking machines",X,,
35539906,"Lathes, wood turning: including accessories",X,,
35539907,"Mortisers, woodworking machines",X,,
35539908,"Pattern makers' machinery, woodworking",X,,
35539909,"Planers, woodworking machines",X,,
35539910,Planing mill machinery,X,,
35539911,"Presses for making particleboard, hardboard, plywood, etc.",X,,
35539912,"Sanding machines, except portable floor sanders: woodworking",X,,
35539913,Sawmill machines,X,,
35539914,"Saws, power: bench and table, except portable: woodworking",X,,
35539915,"Scarfing machines, woodworking",X,,
35539916,"Shapers, woodworking machines",X,,
35539917,"Surfacers, woodworking machines",X,,
35539918,"Tenoners, woodworking machines",X,,
35539919,Veneer mill machines,X,,
35540000,Paper industries machinery,X,,
35540100,Paper forming machines,X,,
35540101,"Bag and envelope making machinery, paper",X,,
35540102,"Box making machines, paper",X,,
35540103,"Folding machines, paper",X,,
35549900,"Paper industries machinery, nec",X,,
35549901,"Coating and finishing machinery, paper",X,,
35549902,"Corrugating machines, paper",X,,
35549903,"Cutting machines, paper",X,,
35549904,"Die cutting and stamping machinery, paper converting",X,,
35549905,"Fourdrinier machines, paper manufacturing",X,,
35549906,"Paper mill machinery: plating, slitting, waxing, etc.",X,,
35549907,Pulp mill machinery,X,,
35549908,Sandpaper manufacturing machines,X,,
35550000,Printing trades machinery,X,,
35550100,Printing presses,X,,
35550101,"Presses, envelope, printing",X,,
35550102,"Presses, gravure",X,,
35550200,Printing plates,X,,
35550201,"Plates, metal: engravers'",X,,
35550202,"Plates, offset",X,,
35550300,Printing trade parts and attachments,X,,
35550301,"Copy holders, printers'",X,,
35550302,"Galleys or chases, printers'",X,,
35550303,"Leads, printers'",X,,
35550304,"Mats, advertising and newspaper",X,,
35550305,"Planes, printers'",X,,
35550306,"Rules, printers'",X,,
35550307,"Slugs, printers'",X,,
35550308,"Sticks, printers'",X,,
35550309,"Type cases, printers'",X,,
35550400,"Engraving machinery and equipment, except plates",X,,
35550401,"Blocks, wood: engravers'",X,,
35550402,Photoengraving machines,X,,
35550500,Type and type making machinery and equipment,X,,
35550501,"Type casting, founding, or melting machines",X,,
35550502,"Type, foundry (for printing)",X,,
35550503,"Type: lead, steel, brass, copper faced, etc.",X,,
35550600,Bookbinding machinery,X,,
35550601,Collating machines for printing and bookbinding,X,,
35559900,"Printing trades machinery, nec",X,,
35559901,Bronzing or dusting machines for the printing trade,X,,
35559902,Electrotyping machines,X,,
35559903,Lithographic stones,X,,
35559904,Stereotyping machines,X,,
35559905,"Typesetting machines: linotype, monotype, intertype, etc.",X,,
35559906,Typographic numbering machines,X,,
35560000,Food products machinery,X,,
35560100,Dairy and milk machinery,X,,
35560101,Butter making and butter working machinery,X,,
35560102,Cheese making machinery,X,,
35560103,Cream separators (food products machinery),X,,
35560104,"Homogenizing machinery: dairy, fruit, vegetable",X,,
35560105,Ice cream manufacturing machinery,X,,
35560106,"Milk machinery, condensed and evaporated",X,,
35560107,"Milk machinery, dry milk processing machinery",X,,
35560108,"Milk processing machinery, nec",X,,
35560109,"Pasteurizing equipment, dairy machinery",X,,
35560200,"Cutting, chopping, grinding, mixing, and similar machinery",X,,
35560201,Biscuit cutters (machines),X,,
35560202,Biscuit cutting dies,X,,
35560203,"Choppers, commercial, food",X,,
35560204,Dough mixing machinery,X,,
35560205,Flour mill machinery,X,,
35560206,"Grinders, commercial, food",X,,
35560207,"Mills, food",X,,
35560208,"Mixers, commercial, food",X,,
35560209,"Mixers, feed, except agricultural",X,,
35560210,Oilseed crushing and extracting machinery,X,,
35560211,"Potato peelers, electric",X,,
35560212,"Presses, food: cheese, beet, cider, and sugarcane",X,,
35560213,"Sifters, food",X,,
35560214,"Slicers, commercial, food",X,,
35560300,"Smoking or roasting machinery, including ovens",X,,
35560301,"Dehydrating equipment, food processing",X,,
35560302,"Ovens, bakery",X,,
35560303,"Roasting machinery: coffee, peanut, etc.",X,,
35560304,"Smokers, food processing equipment",X,,
35560400,Beverage machinery,X,,
35560401,Brewers' and maltsters' machinery,X,,
35560402,Distillery machinery,X,,
35560403,"Juice extractors, fruit and vegetable: commercial type",X,,
35560404,Malt mills,X,,
35560500,"Meat, poultry, and seafood processing machinery",X,,
35560501,Fish and shellfish processing machinery,X,,
35560502,Meat processing machinery,X,,
35560503,Poultry processing machinery,X,,
35560504,Sausage stuffers,X,,
35569900,"Food products machinery, nec",X,,
35569901,Bakery machinery,X,,
35569902,Chewing gum machinery,X,,
35569903,Chocolate processing machinery,X,,
35569904,Confectionery machinery,X,,
35569905,Cracker making machines,X,,
35569906,Packing house machinery,X,,
35569907,Pasta machinery,X,,
35569908,Sugar plant machinery,X,,
35590000,"Special industry machinery, nec",X,,
35590100,Sewing machines and hat and zipper making machinery,X,,
35590101,Bag seaming and closing machines (sewing machinery),X,,
35590102,Button sewing machines,X,,
35590103,"Buttonhole and eyelet machines and attachments, industrial",X,,
35590104,Fur sewing machines,X,,
35590105,Hat making and hat renovating machinery,X,,
35590106,"Sewing machines and attachments, industrial, nec",X,,
35590107,Zipper making machinery,X,,
35590200,"Boots, shoes, and leather working machinery",X,,
35590201,Boot making and repairing machinery,X,,
35590202,Leather working machinery,X,,
35590203,Scouring machines (tannery equipment),X,,
35590204,Shoe making and repairing machinery,X,,
35590205,Tannery machines,X,,
35590300,Automotive related machinery,X,,
35590301,Automotive maintenance equipment,X,,
35590302,"Degreasing machines, automotive and industrial",X,,
35590303,"Frame straighteners, automobile (garage equipment)",X,,
35590304,"Pack-up assemblies, wheel overhaul",X,,
35590305,"Wheel balancing equipment, automotive",X,,
35590400,"Refinery, chemical processing, and similar machinery",X,,
35590401,Chemical machinery and equipment,X,,
35590402,"Cryogenic machinery, industrial",X,,
35590403,Desalination equipment,X,,
35590404,Petroleum refinery equipment,X,,
35590500,"Foundry, smelting, refining, and similar machinery",X,,
35590501,Foundry machinery and equipment,X,,
35590502,Smelting and refining machinery and equipment,X,,
35590600,Kilns,X,,
35590601,"Kilns, cement",X,,
35590602,"Kilns, chemical",X,,
35590603,"Kilns, lumber",X,,
35590700,"Rubber working machinery, including tires",X,,
35590701,Tire grooving machines,X,,
35590702,Tire retreading machinery and equipment,X,,
35590703,Tire shredding machinery,X,,
35599900,"Special industry machinery, nec, nec",X,,
35599901,"Ammunition and explosives, loading machinery",X,,
35599902,Anodizing equipment,X,,
35599903,Brick making machinery,X,,
35599904,Broom making machinery,X,,
35599905,Cement making machinery,X,,
35599906,Clay working and tempering machines,X,,
35599907,Concrete products machinery,X,,
35599908,Cork working machinery,X,,
35599909,Cotton ginning machinery,X,,
35599910,Electron tube making machinery,X,,
35599911,Electroplating machinery and equipment,X,,
35599912,"Glass making machinery: blowing, molding, forming, etc.",X,,
35599913,Jewelers' machines,X,,
35599914,"Lamp making machinery, incandescent",X,,
35599915,"Metal finishing equipment for plating, etc.",X,,
35599916,Metal pickling equipment,X,,
35599917,Nuclear reactor control rod and drive mechanism,X,,
35599918,Optical lens machinery,X,,
35599919,Ozone machines,X,,
35599920,Paint making machinery,X,,
35599921,Parking facility equipment and supplies,X,,
35599922,Pharmaceutical machinery,X,,
35599923,Plastics working machinery,X,,
35599924,Pottery making machinery,X,,
35599925,"Robots, molding and forming plastics",X,,
35599926,"Screening equipment, electric",X,,
35599927,Semiconductor manufacturing machinery,X,,
35599928,"Separation equipment, magnetic",X,,
35599929,Silver recovery equipment,X,,
35599930,Stone tumblers,X,,
35599931,Stone working machinery,X,,
35599932,Synthetic filament extruding machines,X,,
35599933,Tile making machines,X,,
35599934,Tobacco products machinery,X,,
35599935,Wallpaper trimmers,X,,
35599936,Watch rate recorders,X,,
35599937,Recycling machinery,X,,
35599938,Fiber optics strand coating machinery,X,,
35599939,Electronic component making machinery,X,,
35599940,Glass cutting machinery,X,,
35599941,Ice resurfacing machinery,X,,
35599942,Vibratory parts handling equipment,X,,
35610000,Pumps and pumping equipment,X,,
35610100,Industrial pumps and parts,X,,
35610101,Pump jacks and other pumping equipment,X,,
35610102,"Pumps, oil well and field",X,,
35619900,"Pumps and pumping equipment, nec",X,,
35619901,"Cylinders, pump",X,,
35619902,Hydrojet marine engine units,X,,
35619903,"Pumps, domestic: water or sump",X,,
35620000,Ball and roller bearings,X,,
35629900,"Ball and roller bearings, nec",X,,
35629901,Ball bearings and parts,X,,
35629902,Casters,X,,
35629903,Roller bearings and parts,X,,
35630000,Air and gas compressors,X,,
35630100,Air and gas compressors including vacuum pumps,X,,
35630101,"Tire inflators, hand or compressor operated",X,,
35630102,"Vacuum pumps, except laboratory",X,,
35630103,"Vacuum (air extraction) systems, industrial",X,,
35630200,Spraying and dusting equipment,X,,
35630201,"Dusting outfits for metals, paints, and chemicals",X,,
35630202,"Robots for industrial spraying, painting, etc.",X,,
35630203,"Spraying outfits: metals, paints, and chemicals (compressor)",X,,
35640000,Blowers and fans,X,,
35640100,Purification and dust collection equipment,X,,
35640101,Air cleaning systems,X,,
35640102,Air purification equipment,X,,
35640103,Blower filter units (furnace blowers),X,,
35640104,"Dust or fume collecting equipment, industrial",X,,
35640105,"Filters, air: furnaces, air conditioning equipment, etc.",X,,
35640106,"Precipitators, electrostatic",X,,
35640200,Blowers and fans,X,,
35640201,Aircurtains (blower),X,,
35640202,Blowing fans: industrial or commercial,X,,
35640203,Exhaust fans: industrial or commercial,X,,
35640204,"Turbo-blowers, industrial",X,,
35640205,Ventilating fans: industrial or commercial,X,,
35650000,Packaging machinery,X,,
35650100,Bottling and canning machinery,X,,
35650101,"Aerating machines, for beverages",X,,
35650102,Bottle washing and sterilizing machines,X,,
35650103,"Bottling machinery: filling, capping, labeling",X,,
35650104,"Canning machinery, food",X,,
35650200,Packing and wrapping machinery,X,,
35650201,"Bag opening, filling, and closing machines",X,,
35650202,Bread wrapping machinery,X,,
35650203,Carton packing machines,X,,
35650204,"Label moisteners, industrial",X,,
35650205,"Labeling machines, industrial",X,,
35650206,Vacuum packaging machinery,X,,
35650207,Wrapping machines,X,,
35660000,"Speed changers, drives, and gears",X,,
35669900,"Speed changers, drives, and gears, nec",X,,
35669901,"Drives, high speed industrial, except hydrostatic",X,,
35669902,"Gears, power transmission, except auto",X,,
35669903,"Reduction gears and gear units for turbines, except auto",X,,
35669904,"Speed changers (power transmission equipment), except auto",X,,
35669905,"Torque converters, except auto",X,,
35670000,Industrial furnaces and ovens,X,,
35670100,"Electrical furnaces, ovens, & heating devices, exc.induction",X,,
35670101,"Heating units and devices, industrial: electric",X,,
35670102,"Metal melting furnaces, industrial: electric",X,,
35670200,Fuel-fired furnaces and ovens,X,,
35670201,"Distillation ovens, charcoal and coke",X,,
35670202,"Metal melting furnaces, industrial: fuel-fired",X,,
35670300,Induction and dielectric heating equipment,X,,
35670301,Dielectric heating equipment,X,,
35670302,Induction heating equipment,X,,
35679900,"Industrial furnaces and ovens, nec",X,,
35679901,Calcining kilns,X,,
35679902,Ceramic kilns and furnaces,X,,
35679903,Core baking and mold drying ovens,X,,
35679904,"Driers and redriers, industrial process",X,,
35679905,Enameling ovens,X,,
35679906,"Incinerators, metal: domestic or commercial",X,,
35679907,"Infrared ovens, industrial",X,,
35679908,"Kilns, nsk",X,,
35679909,"Lacquering, japanning ovens",X,,
35679910,Paint baking and drying ovens,X,,
35679911,"Radiant heating systems, industrial process",X,,
35679912,Rubber curing ovens,X,,
35679913,Smelting ovens,X,,
35679914,Vacuum furnaces and ovens,X,,
35679915,"Incinerators, thermal, fume & catalytic",X,,
35680000,"Power transmission equipment, nec",X,,
35680100,"Bearings, bushings, and blocks",X,,
35680101,"Bearings, plain",X,,
35680102,Pillow blocks with plain bearings,X,,
35680103,Railroad car journal bearings,X,,
35680200,Joints and couplings,X,,
35680201,"Ball joints, except aircraft and auto",X,,
35680202,"Couplings, shaft: rigid, flexible, universal joint, etc.",X,,
35680203,"Joints, swivel and universal, except aircraft and auto",X,,
35680300,"Drives, chains, and sprockets",X,,
35680301,"Belting, chain",X,,
35680302,"Chain, power transmission",X,,
35680303,"Drive chains, bicycle or motorcycle",X,,
35680304,"Drives: belt, cable, or rope",X,,
35680305,Sprockets (power transmission equipment),X,,
35689900,"Power transmission equipment, nec, nec",X,,
35689901,"Clutches, except vehicular",X,,
35689902,"Collars, shaft (power transmission equipment)",X,,
35689903,"Pivots, power transmission",X,,
35689904,"Pulleys, power transmission",X,,
35689905,"Shafts, flexible",X,,
35690000,"General industrial machinery, nec",X,,
35690100,Filters,X,,
35690101,"Filter elements, fluid, hydraulic line",X,,
35690102,"Filters and strainers, pipeline",X,,
35690103,"Filters, general line: industrial",X,,
35690200,Firefighting and related equipment,X,,
35690201,Firefighting apparatus,X,,
35690202,"Firehose equipment: driers, rack, and reels",X,,
35690203,"Firehose, except rubber",X,,
35690204,"Sprinkler systems, fire: automatic",X,,
35690300,Lubricating equipment,X,,
35690301,"Lubricating systems, centralized",X,,
35690302,"Lubrication equipment, industrial",X,,
35690303,"Lubrication machinery, automatic",X,,
35690400,"Gas producers, generators, and other gas related equipment",X,,
35690401,Gas generators,X,,
35690402,Gas producers (machinery),X,,
35690403,Gas separators (machinery),X,,
35690404,"Generators: steam, liquid oxygen, or nitrogen",X,,
35690405,"Separators for steam, gas, vapor, or air (machinery)",X,,
35699900,"General industrial machinery, nec, nec",X,,
35699901,"Assembly machines, non-metalworking",X,,
35699902,"Baling machines, for scrap metal, paper, or similar material",X,,
35699903,"Blast cleaning equipment, dustless",X,,
35699904,Brake burnishing or washing machines,X,,
35699905,"Bridge or gate machinery, hydraulic",X,,
35699906,Centrifugal purifiers,X,,
35699907,"Centrifuges, industrial",X,,
35699908,Cremating ovens,X,,
35699909,"Heaters, swimming pool: electric",X,,
35699910,Ice crushers (machinery),X,,
35699911,Jack screws,X,,
35699912,"Jacks, hydraulic",X,,
35699913,Liquid automation machinery and equipment,X,,
35699914,"Robots, assembly line: industrial and commercial",X,,
35699915,Sifting and screening machines,X,,
35699916,Surveillance ovens for aging and testing powder,X,,
35699917,"Testing chambers for altitude, temperature, ordnance, power",X,,
35699918,Industrial shock absorbers,X,,
35710000,Electronic computers,X,,
35719900,"Electronic computers, nec",X,,
35719901,"Computers, digital, analog or hybrid",X,,
35719902,Mainframe computers,X,,
35719903,Minicomputers,X,,
35719904,Personal computers (microcomputers),X,,
35720000,Computer storage devices,X,,
35720100,Computer disk and drum drives and components,X,,
35720101,"Disk drives, computer",X,,
35720102,"Drum drives, computer",X,,
35720200,Computer tape drives and components,X,,
35720201,Tape recorders for computers,X,,
35720202,"Tape storage units, computer",X,,
35729900,"Computer storage devices, nec",X,,
35729901,Computer auxiliary storage units,X,,
35729902,"Magnetic storage devices, computer",X,,
35750000,Computer terminals,X,,
35750100,"Computer terminals, monitors and components",X,,
35750101,"Cathode ray tube (CRT), computer terminal",X,,
35750102,"Keyboards, computer, office machine",X,,
35750103,"Teleprinters (CRT), multistation",X,,
35759900,"Computer terminals, nec",X,,
35759901,Teletypewriters,X,,
35759902,Telewriters,X,,
